日期,收盘,pred,strategy_cum,hold_cum
2024-07-16,18.61,0,-7.289317073107845,4.664160401002916
2024-07-17,17.87,1,-7.281158911862061,4.47869674185503
2024-07-18,17.85,1,-7.073125800094574,4.4736842105267085
2024-07-19,17.34,0,-7.073125800094574,4.345864661654517
2024-07-22,17.0,0,-7.073125800094574,4.260651629073055
2024-07-23,15.92,1,-7.077568718310713,3.9899749373437086
2024-07-24,15.93,1,-6.588847714535336,3.9924812030078694
2024-07-25,14.83,1,-6.7754502796132074,3.7167919799502016
2024-07-26,15.25,1,-6.890966153232841,3.822055137844947
2024-07-29,15.51,1,-6.802107788910046,3.887218045113123
2024-07-30,15.31,1,-7.0997833093914124,3.8370927318299106
2024-07-31,15.98,1,-7.1219979004721115,4.0050125313286715
2024-08-01,16.03,1,-6.824322379990744,4.017543859649475
2024-08-02,15.36,1,-6.67770607885813,3.8496240601507132
2024-08-05,15.03,1,-6.553304368806217,3.766917293233413
2024-08-06,14.75,1,-6.611062305616035,3.696741854636916
2024-08-07,14.88,1,-6.49110351378026,3.7293233082710047
2024-08-08,14.61,1,-6.593290632751476,3.661654135338668
2024-08-09,14.84,1,-6.602176469183756,3.7192982456143624
2024-08-12,14.86,1,-6.682148997074273,3.724310776942684
2024-08-13,15.04,1,-6.619948142048316,3.7694235588975755
2024-08-14,14.9,1,-6.699920669938833,3.734335839599327
2024-08-15,15.08,0,-6.699920669938833,3.7794486215542182
2024-08-16,15.37,1,-6.852488804908163,3.852130325814876
2024-08-19,15.72,1,-6.778384282208775,3.939849624060498
2024-08-20,15.55,1,-6.8263342674848495,3.897243107769768
2024-08-21,15.66,1,-6.830693357055402,3.9248120300755343
2024-08-22,15.67,1,-6.782743371779328,3.927318295739695
2024-08-23,15.56,1,-6.848129715337612,3.899749373433929
2024-08-26,15.71,1,-6.78710246134988,3.937343358396338
2024-08-27,15.57,1,-6.678125222086074,3.9022556390980894
2024-08-28,15.32,1,-6.726075207362149,3.8395989974940736
2024-08-29,15.43,1,-6.756588834356014,3.8671679197998405
2024-08-30,15.5,1,-6.5865843411044755,3.8847117794489647
2024-09-02,15.11,0,-6.5865843411044755,3.7869674185467006
2024-09-03,14.99,0,-6.5865843411044755,3.7568922305767734
2024-09-04,14.18,1,-6.5865843411044755,3.5538847117797627
2024-09-05,14.18,1,-6.623744196343429,3.5538847117797627
2024-09-06,14.26,1,-6.34040030014641,3.5739348370930477
2024-09-09,13.65,1,-6.372915173480494,3.4210526315792498
2024-09-10,13.72,1,-6.363625209670755,3.438596491228374
2024-09-11,13.7,1,-6.363625209670755,3.4335839599000524
2024-09-12,13.7,1,-6.586584341104476,3.4335839599000524
2024-09-13,14.18,1,-6.753803689679766,3.5538847117797627
2024-09-18,14.54,1,-6.921023038255057,3.644110275689545
2024-09-19,14.9,1,-7.143982169688777,3.734335839599328
2024-09-20,15.38,1,-7.116112278259562,3.8546365914790384
2024-09-23,15.32,1,-7.436616029695535,3.839598997494075
2024-09-24,16.01,1,-7.62706028779517,4.012531328321158
2024-09-25,16.42,1,-7.8360844735142825,4.115288220551744
2024-09-26,16.87,1,-7.901114220182451,4.228070175438972
2024-09-27,17.01,0,-7.901114220182451,4.26315789473722
2024-09-30,17.64,0,-7.901114220182451,4.421052631579339
2024-10-08,17.46,0,-7.901114220182451,4.375939849624448
2024-10-09,16.43,1,-8.103090359712374,4.117794486215904
2024-10-10,16.85,1,-8.050191846978345,4.223057644110651
2024-10-11,16.74,1,-8.256976942211363,4.1954887218048835
2024-10-14,17.17,0,-8.256976942211363,4.303258145363791
2024-10-15,16.63,1,-8.415860443204005,4.167919799499116
2024-10-16,16.95,0,-8.415860443204005,4.248120300752256
2024-10-17,16.64,1,-8.663683256735853,4.170426065163277
2024-10-18,17.13,0,-8.663683256735853,4.293233082707147
2024-10-21,17.72,0,-8.663683256735853,4.441102756892623
2024-10-22,17.55,0,-8.663683256735853,4.398496240601894
2024-10-23,17.35,1,-8.48391807100531,4.3483709273186815
2024-10-24,16.99,0,-8.48391807100531,4.258145363408898
2024-10-25,16.73,1,-8.468704828797888,4.192982456140723
2024-10-28,16.7,1,-8.478846990269503,4.185463659148241
2024-10-29,16.72,1,-8.433207263647239,4.190476190476563
2024-10-30,16.63,0,-8.433207263647239,4.167919799499118
2024-10-31,16.32,0,-8.433207263647239,4.090225563910138
2024-11-01,16.75,1,-8.483554769698864,4.197994987469046
2024-11-04,16.85,0,-8.483554769698864,4.223057644110652
2024-11-05,17.2,1,-8.291195097595226,4.310776942356274
