日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,date_only,铜价,收益率,铜价涨幅,MA5,MA20,MA5_Ratio,MA20_Ratio,RSI14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Std,BB_Upper,BB_Lower
2008-06-11,601899,3.03,2.97,3.09,2.87,384043,309646045.0,7.07,-4.5,-0.14,3.66,2008-06-11,0,-0.04501607717041789,0,3.4519999999999995,3.8965000000000005,-0.13962920046349925,-0.23777749262158354,30.434782608695656,-0.5503622899047831,-0.5592571045947039,0.008894814689920816,3.8965000000000005,0.478003248172185,4.85250649634437,2.9404935036556306
2008-06-12,601899,2.97,3.13,3.15,2.84,508836,412759709.0,10.44,5.39,0.16,4.85,2008-06-12,0,0.05387205387205385,0,3.34,3.819,-0.06287425149700598,-0.1804137208693375,30.201342281879192,-0.5498098494573536,-0.5573676535672338,0.007557804109880273,3.819,0.46987008282805565,4.7587401656561115,2.8792598343438884
2008-06-13,601899,3.07,2.82,3.1,2.8,314257,251856600.0,9.58,-9.9,-0.31,2.99,2008-06-13,0,-0.09904153354632594,0,3.15,3.7335000000000003,-0.10476190476190483,-0.24467657693852962,30.303030303030297,-0.5678407311642704,-0.5594622690866412,-0.008378462077629156,3.7335000000000003,0.48887922305702874,4.711258446114058,2.755741553885943
2008-06-16,601899,2.83,2.65,2.92,2.58,299419,229114014.0,12.06,-6.03,-0.17,2.85,2008-06-16,0,-0.06028368794326244,0,2.936,3.6409999999999996,-0.09741144414168934,-0.27217797308431746,32.14285714285714,-0.5890576244541421,-0.5653813401601414,-0.023676284294000705,3.6409999999999996,0.510746615518067,4.662493231036134,2.6195067689638654
2008-06-17,601899,2.64,2.78,3.09,2.55,557980,434202002.0,20.38,4.91,0.13,5.31,2008-06-17,0,0.049056603773584895,0,2.87,3.5509999999999997,-0.03135888501742168,-0.21712193748239927,33.33333333333333,-0.5885972687757888,-0.5700245258832709,-0.01857274289251787,3.5509999999999997,0.4949205146177274,4.540841029235454,2.561158970764545
2008-06-18,601899,2.68,3.06,3.13,2.61,715917,573810089.0,18.71,10.07,0.28,6.82,2008-06-18,0,0.1007194244604317,0,2.888,3.4945,0.059556786703601095,-0.12433824581485187,39.54983922829582,-0.5591927477312013,-0.567858170252857,0.008665422521655697,3.4945,0.48247688791114507,4.45945377582229,2.52954622417771
2008-06-19,601899,2.97,2.51,2.99,2.51,566948,439046194.0,15.69,-17.97,-0.55,5.4,2008-06-19,0,-0.1797385620915034,0,2.764,3.4129999999999994,-0.09189580318379165,-0.2645766188104306,36.17647058823529,-0.573657094516995,-0.5690179551056846,-0.0046391394113103335,3.4129999999999994,0.504851202674717,4.422702405349433,2.4032975946505655
2008-06-23,601899,2.57,2.7,2.9,2.53,530564,406176872.0,14.74,7.57,0.19,5.05,2008-06-23,0,0.07569721115537864,0,2.7399999999999998,3.3325000000000005,-0.014598540145985273,-0.18979744936234066,40.455840455840466,-0.563295462004247,-0.5678734564853971,0.004577994481150149,3.3325000000000005,0.48214296853243266,4.296785937064866,2.3682140629351354
2008-06-24,601899,2.57,2.77,2.83,2.53,415386,319004146.0,11.11,2.59,0.07,3.96,2008-06-24,0,0.025925925925925908,0,2.7640000000000002,3.2715000000000005,0.0021707670043413785,-0.15329359620968985,30.33333333333333,-0.543174006764866,-0.5629335665412909,0.01975955977642485,3.2715000000000005,0.4716407531161863,4.214781506232373,2.328218493767628
2008-06-25,601899,2.72,3.0,3.13,2.7,628185,505408303.0,15.52,8.3,0.23,5.98,2008-06-25,0,0.08303249097472931,0,2.8080000000000003,3.239,0.06837606837606836,-0.07378820623649274,35.96214511041009,-0.5028717383378312,-0.5509212009005989,0.048049462562767764,3.239,0.4665539964237268,4.172107992847454,2.305892007152546
2008-06-26,601899,2.96,3.07,3.24,2.91,669035,546831568.0,11.0,2.33,0.07,6.37,2008-06-26,0,0.023333333333333206,0,2.81,3.2060000000000004,0.092526690391459,-0.04242046163443558,39.80263157894736,-0.45998110936123293,-0.5327331825927257,0.0727520732314928,3.2060000000000004,0.45314573001583347,4.112291460031667,2.2997085399683335
2008-06-27,601899,2.89,2.93,3.4,2.87,865515,713975964.0,17.26,-4.56,-0.14,8.24,2008-06-27,0,-0.04560260586319209,0,2.894,3.167,0.012439530062197557,-0.07483422797600248,36.45161290322581,-0.4323034814238844,-0.5126472423589575,0.08034376093507312,3.167,0.44088547265701994,4.04877094531404,2.28522905468596
2008-06-30,601899,2.97,2.8,3.03,2.67,356948,280714472.0,12.29,-4.44,-0.13,3.4,2008-06-30,0,-0.04436860068259396,0,2.9139999999999997,3.1345,-0.039121482498284066,-0.10671558462274688,35.534591194968556,-0.41606256516044704,-0.49333030691925545,0.0772677417588084,3.1345,0.44287903778037085,4.020258075560742,2.2487419244392584
2008-07-01,601899,2.83,2.69,2.9,2.64,218409,167542907.0,9.29,-3.93,-0.11,2.08,2008-07-01,0,-0.03928571428571426,0,2.8979999999999997,3.1005,-0.07177363699102823,-0.13239800032252858,42.16417910447761,-0.40737167560749254,-0.4761385806569029,0.06876690504941035,3.1005,0.44989443206157176,4.000288864123143,2.2007111358768565
2008-07-02,601899,2.77,2.85,2.96,2.7,362625,285625951.0,9.67,5.95,0.16,3.45,2008-07-02,0,0.059479553903345694,0,2.868,3.0455,-0.006276150627614996,-0.06419307174519784,47.77777777777777,-0.3831566290847217,-0.4575421903424667,0.07438556125774498,3.0455,0.4056375748192808,3.856775149638562,2.2342248503614384
2008-07-03,601899,2.87,3.11,3.2,2.8,750975,614418024.0,14.04,9.12,0.26,7.15,2008-07-03,0,0.09122807017543844,0,2.876,3.0065,0.08136300417246178,0.034425411608182355,49.64285714285714,-0.33907752848614425,-0.4338492579712022,0.09477172948505797,3.0065,0.35443468702770287,3.7153693740554057,2.297630625944594
