日期,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2026-02-25 09:45:00,105.0,105.15,105.45,104.87,-0.01,-0.01,21435,225402578.0,0.55,0.06
2026-02-25 10:00:00,105.14,105.28,105.39,105.14,0.12,0.13,10880,114547101.0,0.24,0.03
2026-02-25 10:15:00,105.28,105.35,105.46,105.24,0.07,0.07,10616,111826797.0,0.21,0.03
2026-02-25 10:30:00,105.38,105.38,105.44,105.3,0.03,0.03,8616,90784657.0,0.13,0.02
2026-02-25 10:45:00,105.39,105.39,105.42,105.35,0.01,0.01,4647,48973332.0,0.07,0.01
2026-02-25 11:00:00,105.39,105.51,105.72,105.39,0.11,0.12,8995,94969637.0,0.31,0.02
2026-02-25 11:15:00,105.52,105.79,105.8,105.5,0.27,0.28,7481,79043617.0,0.28,0.02
2026-02-25 11:30:00,105.78,106.04,106.06,105.6,0.24,0.25,10334,109376257.0,0.43,0.03
2026-02-25 13:15:00,106.05,105.55,106.11,105.55,-0.46,-0.49,15152,160431647.0,0.53,0.04
2026-02-25 13:30:00,105.54,105.56,105.57,105.34,0.01,0.01,8256,87083159.0,0.22,0.02
2026-02-25 13:45:00,105.57,105.69,105.8,105.48,0.12,0.13,10845,114582884.0,0.3,0.03
2026-02-25 14:00:00,105.71,105.43,105.71,105.38,-0.25,-0.26,6782,71554255.0,0.31,0.02
2026-02-25 14:15:00,105.43,105.31,105.45,105.29,-0.11,-0.12,9729,102521395.0,0.15,0.03
2026-02-25 14:30:00,105.31,105.2,105.4,105.2,-0.1,-0.11,8492,89393867.0,0.19,0.02
2026-02-25 14:45:00,105.2,105.16,105.22,105.11,-0.04,-0.04,9113,95837014.0,0.1,0.02
2026-02-25 15:00:00,105.16,105.17,105.2,105.13,0.01,0.01,10157,106812648.0,0.07,0.03
2026-02-26 09:45:00,105.0,104.97,105.33,104.75,-0.19,-0.2,24578,257989766.0,0.55,0.06
2026-02-26 10:00:00,104.97,104.6,104.97,104.43,-0.35,-0.37,20824,217966838.0,0.51,0.05
2026-02-26 10:15:00,104.6,104.59,104.69,104.53,-0.01,-0.01,8833,92394030.0,0.15,0.02
2026-02-26 10:30:00,104.6,104.17,104.65,104.15,-0.4,-0.42,17580,183585861.0,0.48,0.05
2026-02-26 10:45:00,104.17,104.06,104.18,104.0,-0.11,-0.11,21331,221984381.0,0.17,0.05
2026-02-26 11:00:00,104.06,104.2,104.27,104.04,0.13,0.14,7731,80502061.0,0.22,0.02
2026-02-26 11:15:00,104.2,104.22,104.3,104.09,0.02,0.02,5601,58356012.0,0.2,0.01
2026-02-26 11:30:00,104.23,104.11,104.28,104.06,-0.11,-0.11,7274,75785861.0,0.21,0.02
2026-02-26 13:15:00,104.11,104.08,104.14,104.01,-0.03,-0.03,8601,89495573.0,0.12,0.02
2026-02-26 13:30:00,104.08,103.92,104.08,103.79,-0.15,-0.16,14051,146055089.0,0.28,0.04
2026-02-26 13:45:00,103.91,103.75,103.95,103.68,-0.16,-0.17,13295,138001007.0,0.26,0.03
2026-02-26 14:00:00,103.75,103.8,103.91,103.6,0.05,0.05,8549,88726943.0,0.3,0.02
2026-02-26 14:15:00,103.81,103.67,103.82,103.67,-0.13,-0.13,7507,77883729.0,0.14,0.02
2026-02-26 14:30:00,103.67,103.68,103.79,103.65,0.01,0.01,7474,77503292.0,0.14,0.02
2026-02-26 14:45:00,103.69,103.74,103.75,103.64,0.06,0.06,9360,97050547.0,0.11,0.02
2026-02-26 15:00:00,103.73,103.88,103.98,103.73,0.13,0.14,9735,101079005.0,0.24,0.03
2026-02-27 09:45:00,103.88,104.17,104.36,103.88,0.28,0.29,17761,184942484.0,0.46,0.05
2026-02-27 10:00:00,104.17,104.03,104.55,104.03,-0.13,-0.14,14742,153822595.0,0.5,0.04
2026-02-27 10:15:00,104.03,104.08,104.14,104.02,0.05,0.05,6864,71436000.0,0.12,0.02
2026-02-27 10:30:00,104.07,104.11,104.13,104.0,0.03,0.03,5550,57759975.0,0.12,0.01
2026-02-27 10:45:00,104.12,104.29,104.37,104.12,0.17,0.18,5350,55776581.0,0.24,0.01
